2023-08-24 11:49:12 | INFO | model_worker | args: Namespace(host='localhost', port=21002, worker_address='http://localhost:21002', controller_address='http://localhost:21001', model_path='lmsys/vicuna-7b-v1.5-16k', revision='main', device='cuda', gpus=None, num_gpus=1, max_gpu_memory=None, load_8bit=False, cpu_offloading=False, gptq_ckpt=None, gptq_wbits=16, gptq_groupsize=-1, gptq_act_order=False, awq_ckpt=None, awq_wbits=16, awq_groupsize=-1, model_names=['gpt-3.5-turbo', 'text-davinci-003', 'text-embedding-ada-002'], conv_template=None, limit_worker_concurrency=5, stream_interval=2, no_register=False)
2023-08-24 11:49:12 | INFO | model_worker | Loading the model ['gpt-3.5-turbo', 'text-davinci-003', 'text-embedding-ada-002'] on worker 72047174 ...
2023-08-24 11:49:14 | ERROR | stderr | Loading checkpoint shards:   0%|                                                                                                                 | 0/2 [00:00<?, ?it/s]
2023-08-24 11:49:20 | ERROR | stderr | Loading checkpoint shards:  50%|████████████████████████████████████████████████████▌                                                    | 1/2 [00:06<00:06,  6.02s/it]
2023-08-24 11:49:22 | ERROR | stderr | Loading checkpoint shards: 100%|█████████████████████████████████████████████████████████████████████████████████████████████████████████| 2/2 [00:08<00:00,  3.74s/it]
2023-08-24 11:49:22 | ERROR | stderr | Loading checkpoint shards: 100%|█████████████████████████████████████████████████████████████████████████████████████████████████████████| 2/2 [00:08<00:00,  4.08s/it]
2023-08-24 11:49:22 | ERROR | stderr | 
2023-08-24 11:49:26 | INFO | model_worker | Register to controller
2023-08-24 11:49:26 | ERROR | stderr | [32mINFO[0m:     Started server process [[36m568770[0m]
2023-08-24 11:49:26 | ERROR | stderr | [32mINFO[0m:     Waiting for application startup.
2023-08-24 11:49:26 | ERROR | stderr | [32mINFO[0m:     Application startup complete.
2023-08-24 11:49:26 | ERROR | stderr | [32mINFO[0m:     Uvicorn running on [1mhttp://localhost:21002[0m (Press CTRL+C to quit)
2023-08-24 11:50:11 | INFO | model_worker | Send heart beat. Models: ['gpt-3.5-turbo', 'text-davinci-003', 'text-embedding-ada-002']. Semaphore: None. call_ct: 0. worker_id: 72047174. 
2023-08-24 11:50:26 | INFO | stdout | [32mINFO[0m:     127.0.0.1:42382 - "[1mPOST /worker_get_conv_template HTTP/1.1[0m" [32m200 OK[0m
2023-08-24 11:50:26 | INFO | stdout | [32mINFO[0m:     127.0.0.1:42388 - "[1mPOST /model_details HTTP/1.1[0m" [32m200 OK[0m
2023-08-24 11:50:26 | INFO | stdout | [32mINFO[0m:     127.0.0.1:42388 - "[1mPOST /count_token HTTP/1.1[0m" [32m200 OK[0m
2023-08-24 11:50:31 | INFO | stdout | [32mINFO[0m:     127.0.0.1:42394 - "[1mPOST /worker_generate HTTP/1.1[0m" [32m200 OK[0m
2023-08-24 11:50:56 | INFO | model_worker | Send heart beat. Models: ['gpt-3.5-turbo', 'text-davinci-003', 'text-embedding-ada-002']. Semaphore: Semaphore(value=5, locked=False). call_ct: 1. worker_id: 72047174. 
2023-08-24 11:51:41 | INFO | model_worker | Send heart beat. Models: ['gpt-3.5-turbo', 'text-davinci-003', 'text-embedding-ada-002']. Semaphore: Semaphore(value=5, locked=False). call_ct: 1. worker_id: 72047174. 
2023-08-24 11:52:05 | INFO | stdout | [32mINFO[0m:     127.0.0.1:33242 - "[1mPOST /model_details HTTP/1.1[0m" [32m200 OK[0m
2023-08-24 11:52:05 | INFO | stdout | [32mINFO[0m:     127.0.0.1:33242 - "[1mPOST /count_token HTTP/1.1[0m" [32m200 OK[0m
